Date,Gold_INR_per_gram,Silver_INR_per_gram,Platinum_INR_per_gram,Diamond_INR_per_carat
08-09-2023,51341.65,59.27,2386.43,4850.2
09-09-2023,51341.65,59.27,2386.43,4850.2
10-09-2023,51341.65,59.27,2386.43,4850.2
11-09-2023,51342.81,59.67,2400.43,4902.44
12-09-2023,50968.39,59.66,2425.89,4885.08
13-09-2023,50848.16,59.04,2402.71,4892.43
14-09-2023,50929.73,58.68,2421.16,5067.44
15-09-2023,51351.63,59.72,2472.95,5050.89
16-09-2023,51351.63,59.72,2472.95,5050.89
17-09-2023,51351.63,59.72,2472.95,5050.89
18-09-2023,51595.55,60.04,2506.45,5052.72
19-09-2023,51713.94,60.06,2538.59,5015.28
20-09-2023,52040.51,61.01,2520.44,4994.75
21-09-2023,51267.72,60.59,2469.89,4927.89
22-09-2023,51312.2,60.84,2489.39,4924.57
23-09-2023,51312.2,60.84,2489.39,4924.57
24-09-2023,51312.2,60.84,2489.39,4924.57
25-09-2023,51129.13,59.73,2447.61,4849.32
26-09-2023,50729.65,59.27,2419.83,4711.3
27-09-2023,50123.57,58.24,2374.95,4715.82
28-09-2023,49778.17,58.28,2422.28,4828.3
29-09-2023,49431.41,57.54,2425.43,4780.82
30-09-2023,49431.41,57.54,2425.43,4780.82
01-10-2023,49431.41,57.54,2425.43,4780.82
02-10-2023,48854.21,54.8,2341,4730.49
03-10-2023,48900.46,54.91,2327.1,4640.34
04-10-2023,48661.21,54.25,2313.31,4605.1
05-10-2023,48738.86,54.11,2288.04,4529.93
06-10-2023,48971.4,55.76,2332.44,4668.36
07-10-2023,48971.4,55.76,2332.44,4668.36
08-10-2023,48971.4,55.76,2332.44,4668.36
09-10-2023,49428.18,56.21,2349.68,4725.36
10-10-2023,49822.7,56.4,2357.27,4789.15
11-10-2023,50126.56,56.85,2359.65,4808.54
12-10-2023,50013.48,56.41,2319.67,4726.51
13-10-2023,51595.46,58.86,2343.67,4747.9
14-10-2023,51595.46,58.86,2343.67,4747.9
15-10-2023,51595.46,58.86,2343.67,4747.9
16-10-2023,51439.11,58.57,2384.12,4902.55
17-10-2023,51430.76,59.16,2399.14,4985.87
18-10-2023,52343.53,59.42,2368.08,4917.59
19-10-2023,52696.94,59.28,2380.79,4859.56
20-10-2023,52981.16,60.37,2396.38,4740.19
21-10-2023,52981.16,60.37,2396.38,4740.19
22-10-2023,52981.16,60.37,2396.38,4740.19
23-10-2023,52839.3,59.68,2397.19,4735.95
24-10-2023,52721.74,59.35,2361.4,4766.99
25-10-2023,52938.12,59.05,2414.11,4698.22
26-10-2023,53137.88,58.95,2406.87,4692.51
27-10-2023,53246.61,58.98,2402.34,4731.56
28-10-2023,53246.61,58.98,2402.34,4731.56
29-10-2023,53246.61,58.98,2402.34,4731.56
30-10-2023,53534.11,60.4,2498.9,4790.99
31-10-2023,53164.5,59.18,2507.99,4765.67
01-11-2023,52980.83,58.76,2470.19,4779.83
02-11-2023,54386.55,60.29,2526.77,4956.59
03-11-2023,53301.72,60.07,2506.77,5026.19
04-11-2023,53301.72,60.07,2506.77,5026.19
05-11-2023,53301.72,60.07,2506.77,5026.19
06-11-2023,52980.17,59.88,2433.52,4924.65
07-11-2023,52625.14,58.26,2385.36,4824.7
08-11-2023,52221.97,58.63,2315.8,4721.24
09-11-2023,52552.35,59.09,2291.84,4652.98
10-11-2023,51770.08,57.57,2246.42,4734.21
11-11-2023,51770.08,57.57,2246.42,4734.21
12-11-2023,51770.08,57.57,2246.42,4734.21
13-11-2023,52102.82,57.77,2295.15,4754.15
14-11-2023,52475.46,59.72,2370.46,5098.07
15-11-2023,52293.87,60.62,2388.59,5141.54
16-11-2023,53059.34,61.82,2399.29,5036.37
17-11-2023,52955.84,61.55,2390.98,5125.2
18-11-2023,52955.84,61.55,2390.98,5125.2
19-11-2023,52955.84,61.55,2390.98,5125.2
20-11-2023,52960.47,61.09,2467.67,5241.53
21-11-2023,53558.63,61.79,2518.14,5217.91
22-11-2023,53362.04,61.37,2477.58,5259.67
23-11-2023,53362.04,61.37,2477.58,5259.67
24-11-2023,53650.35,63.07,2494.95,5194
25-11-2023,53650.35,63.07,2494.95,5194
26-11-2023,53650.35,63.07,2494.95,5194
27-11-2023,53888.51,63.93,2456.56,5225.21
28-11-2023,54668.63,64.64,2530.4,5313.65
29-11-2023,54902.24,65.05,2511.38,5310.95
30-11-2023,54603.33,65.56,2494.81,5318.14
01-12-2023,55499.68,66.11,2497.62,5494.33
02-12-2023,55499.68,66.11,2497.62,5494.33
03-12-2023,55499.68,66.11,2497.62,5494.33
04-12-2023,54155.56,63.56,2464.44,5392.01
05-12-2023,54134.56,62.79,2420.7,5509.98
06-12-2023,54390.32,61.91,2383.21,5666.04
07-12-2023,54357.08,61.48,2431.73,5761.97
08-12-2023,53552.85,59.56,2455.34,5737.04
09-12-2023,53552.85,59.56,2455.34,5737.04
10-12-2023,53552.85,59.56,2455.34,5737.04
11-12-2023,53056.65,59.1,2446.56,5727.48
12-12-2023,52996.21,58.92,2485.02,5657.08
13-12-2023,53150.26,58.72,2462.72,5803.81
14-12-2023,54362.31,62.42,2584.23,6030.41
15-12-2023,54125.98,61.84,2543.61,5980.97
16-12-2023,54125.98,61.84,2543.61,5980.97
17-12-2023,54125.98,61.84,2543.61,5980.97
18-12-2023,54099.19,61.55,2540.36,5987.31
19-12-2023,54467.78,62.14,2573.22,6137.76
20-12-2023,54350.75,62.92,2594.78,5998.94
21-12-2023,54588.76,62.95,2590.36,6067.68
22-12-2023,54980.96,62.81,2617.95,6081.35
23-12-2023,54980.96,62.81,2617.95,6081.35
24-12-2023,54980.96,62.81,2617.95,6081.35
25-12-2023,54980.96,62.81,2617.95,6081.35
26-12-2023,55037.29,62.46,2620.84,6144.49
27-12-2023,55678.06,63.06,2674.65,6232.06
28-12-2023,55520.39,62.5,2696.91,6215.62
29-12-2023,54572.52,61.06,2632.84,6120.8
30-12-2023,54572.52,61.06,2632.84,6120.8
31-12-2023,54572.52,61.06,2632.84,6120.8
01-01-2024,54572.52,61.06,2632.84,6120.8
02-01-2024,55223.19,61.42,2636.24,6078.23
03-01-2024,54450.91,59.42,2608.25,5920.41
04-01-2024,54707.85,59.58,2555.25,5885.04
05-01-2024,54659.64,59.86,2567.32,5881.23
06-01-2024,54659.64,59.86,2567.32,5881.23
07-01-2024,54659.64,59.86,2567.32,5881.23
08-01-2024,54204.54,59.82,2532.09,5941.51
09-01-2024,54107.72,59.16,2485.9,5796.94
10-01-2024,54034.48,59.17,2455.7,5798.67
11-01-2024,53768.37,58.2,2426.42,5748.69
12-01-2024,54666.47,59.85,2430.84,5645.85
13-01-2024,54666.47,59.85,2430.84,5645.85
14-01-2024,54666.47,59.85,2430.84,5645.85
15-01-2024,54666.47,59.85,2430.84,5645.85
16-01-2024,53972.43,59.1,2384.54,5544.67
17-01-2024,53496.88,58.19,2358.29,5500.49
18-01-2024,53981.8,58.64,2415.62,5577.89
19-01-2024,54181.99,58.38,2399.09,5611.95
20-01-2024,54181.99,58.38,2399.09,5611.95
21-01-2024,54181.99,58.38,2399.09,5611.95
22-01-2024,53979.55,57.3,2390.3,5649.71
23-01-2024,54064.51,57.72,2394.26,5625.54
24-01-2024,53884.47,58.9,2423.05,5603.3
25-01-2024,53884.47,58.95,2370.82,5665.32
26-01-2024,53913.25,58.85,2436.09,5677.77
27-01-2024,53913.25,58.85,2436.09,5677.77
28-01-2024,53913.25,58.85,2436.09,5677.77
29-01-2024,54121.64,59.82,2481.6,5749.5
30-01-2024,54310.78,59.76,2468.38,5702.09
31-01-2024,54734,59.59,2470.03,5630.96
01-02-2024,54819.89,59.75,2440.59,5707.72
02-02-2024,54286.13,58.55,2383.03,5615.86
03-02-2024,54286.13,58.55,2383.03,5615.86
04-02-2024,54286.13,58.55,2383.03,5615.86
05-02-2024,54055.55,57.66,2390.7,5510.05
06-02-2024,54358.67,57.88,2413.21,5532.21
07-02-2024,54355.71,57.56,2348.68,5556.59
08-02-2024,54237.69,58.26,2366.26,5602.8
09-02-2024,53982.4,58.15,2324.93,5629.72
10-02-2024,53982.4,58.15,2324.93,5629.72
11-02-2024,53982.4,58.15,2324.93,5629.72
12-02-2024,53865.28,58.64,2378.32,5740.45
13-02-2024,53174.45,57.04,2328.53,5570.86
14-02-2024,53159.09,57.7,2380.31,5650.46
15-02-2024,53453.98,59.18,2400.5,5733.02
16-02-2024,53683.29,60.52,2422.22,5753.4
17-02-2024,53683.29,60.52,2422.22,5753.4
18-02-2024,53683.29,60.52,2422.22,5753.4
19-02-2024,53683.29,60.52,2422.22,5753.4
20-02-2024,54117.73,59.67,2428.16,5717.1
21-02-2024,53854.16,58.87,2356.77,5602.56
22-02-2024,53855.89,58.73,2404.41,5585.35
23-02-2024,54316.55,59.21,2413.95,5627.31
24-02-2024,54316.55,59.21,2413.95,5627.31
25-02-2024,54316.55,59.21,2413.95,5627.31
26-02-2024,54053.64,58.05,2336.42,5526.01
27-02-2024,54180.71,58.04,2378.2,5561.85
28-02-2024,54216.95,57.82,2348.69,5440.3
29-02-2024,54531.77,58.45,2345.53,5459.47
01-03-2024,55629.01,59.7,2356.95,5490.05
02-03-2024,55629.01,59.7,2356.95,5490.05
03-03-2024,55629.01,59.7,2356.95,5490.05
04-03-2024,56406.25,61.27,2398.54,5459.83
05-03-2024,56871.27,61.28,2354.55,5404.94
06-03-2024,57301.33,62.57,2426.84,5356.02
07-03-2024,57460.93,62.78,2449.94,5374.68
08-03-2024,57962.66,62.65,2426.42,5340.01
09-03-2024,57962.66,62.65,2426.42,5340.01
10-03-2024,57962.66,62.65,2426.42,5340.01
11-03-2024,58066.28,63.09,2494.79,5332.55
12-03-2024,57496.5,62.29,2462.84,5341.96
13-03-2024,57935.43,64.31,2509.54,5425.7
14-03-2024,57602.41,64.08,2485.72,5364.42
15-03-2024,57543.91,65.03,2510.56,5423.46
16-03-2024,57543.91,65.03,2510.56,5423.46
17-03-2024,57543.91,65.03,2510.56,5423.46
18-03-2024,57581.32,64.69,2447.75,5441.38
19-03-2024,57446.52,64.34,2394.78,5491.92
20-03-2024,57613.19,64.4,2395.14,5210.91
21-03-2024,58275.87,64.19,2431.81,5223.03
22-03-2024,57746.34,63.92,2397.78,5212.2
23-03-2024,57746.34,63.92,2397.78,5212.2
24-03-2024,57746.34,63.92,2397.78,5212.2
25-03-2024,58449.81,64.34,2436.84,5362.53
26-03-2024,58348.06,63.52,2436.8,5402.11
27-03-2024,58699.71,63.84,2400.67,5504.69
28-03-2024,59431.75,64.3,2432.86,5547.94
29-03-2024,59431.75,64.3,2432.86,5547.94
30-03-2024,59431.75,64.3,2432.86,5547.94
31-03-2024,59431.75,64.3,2432.86,5547.94
01-04-2024,59943.53,64.7,2414.63,5538.76
02-04-2024,60632.83,66.94,2473.05,5475.85
03-04-2024,61484.7,69.85,2502.91,5730.61
04-04-2024,61351.56,70.38,2519.14,5754.43
05-04-2024,62418.8,71.14,2491.97,5687.06
06-04-2024,62418.8,71.14,2491.97,5687.06
07-04-2024,62418.8,71.14,2491.97,5687.06
08-04-2024,62444.14,71.8,2576.02,5823.83
09-04-2024,62739.66,72.24,2603.29,5801.39
10-04-2024,62333.61,72.38,2581,5717.51
11-04-2024,63150.52,73.1,2617.68,5698.2
12-04-2024,63140.04,73.25,2654.28,5567.73
13-04-2024,63140.04,73.25,2654.28,5567.73
14-04-2024,63140.04,73.25,2654.28,5567.73
15-04-2024,63596.43,74.51,2606.97,5584.39
16-04-2024,64187.68,73.55,2588.13,5579.04
17-04-2024,63798.03,73.77,2535.84,5628.03
18-04-2024,64028.26,73.66,2540.65,5551.04
19-04-2024,64421.79,74.86,2509.02,5610.33
20-04-2024,64421.79,74.86,2509.02,5610.33
21-04-2024,64421.79,74.86,2509.02,5610.33
22-04-2024,62523.89,70.58,2472.32,5691.6
23-04-2024,62403.93,70.89,2449.56,5710.01
24-04-2024,62241.24,70.78,2436.63,5700.19
25-04-2024,62426.07,70.88,2448.22,5857.46
26-04-2024,62530.92,70.58,2448.69,5908.04
27-04-2024,62530.92,70.58,2448.69,5908.04
28-04-2024,62530.92,70.58,2448.69,5908.04
29-04-2024,62890.59,71.01,2558.37,5932.96
30-04-2024,61478.56,68.5,2525.25,5744.22
01-05-2024,61741.59,68.79,2547.62,5678.73
02-05-2024,61654.8,68.96,2565.46,5747.54
03-05-2024,61649.36,68.6,2573.24,5670.24
04-05-2024,61649.36,68.6,2573.24,5670.24
05-05-2024,61649.36,68.6,2573.24,5670.24
06-05-2024,62235.76,70.98,2571.62,5791.85
07-05-2024,62133.27,70.89,2633.79,5793.85
08-05-2024,62088.18,71.03,2626.19,5708.51
09-05-2024,62580.45,73.03,2642.38,5806.06
10-05-2024,63521.29,73.4,2686.23,5819.9
11-05-2024,63521.29,73.4,2686.23,5819.9
12-05-2024,63521.29,73.4,2686.23,5819.9
13-05-2024,62733.23,73.32,2699.62,5895.18
14-05-2024,63183.19,73.98,2790.27,5941.14
15-05-2024,64145.27,76.67,2855.35,6006.23
16-05-2024,63820.51,76.96,2856.91,6010.73
17-05-2024,64734.38,80.6,2910.66,6015.41
18-05-2024,64734.38,80.6,2910.66,6015.41
19-05-2024,64734.38,80.6,2910.66,6015.41
20-05-2024,65183.93,83.44,2838.05,6000.96
21-05-2024,64868.56,82.58,2830.52,6037.56
22-05-2024,63999.39,81.1,2796.83,5933.55
23-05-2024,62510.22,78.43,2745.9,5940.27
24-05-2024,62457.77,78.57,2770.9,6012.45
25-05-2024,62457.77,78.57,2770.9,6012.45
26-05-2024,62457.77,78.57,2770.9,6012.45
27-05-2024,62457.77,78.57,2770.9,6012.45
28-05-2024,62959.07,82.68,2838.13,6036.93
29-05-2024,62606.51,83.34,2789.38,5977
30-05-2024,62795.91,81.39,2768.45,6042.89
31-05-2024,62226.47,78.52,2779.82,6152.69
01-06-2024,62226.47,78.52,2779.82,6152.69
02-06-2024,62226.47,78.52,2779.82,6152.69
03-06-2024,62959.36,79.53,2732.64,6110.27
04-06-2024,62126.03,76.21,2649.07,5988.26
05-06-2024,63295.77,77.9,2677.99,6019.64
06-06-2024,63541.89,81.04,2703,6070.68
07-06-2024,61865.12,76.16,2597.3,5956.92
08-06-2024,61865.12,76.16,2597.3,5956.92
09-06-2024,61865.12,76.16,2597.3,5956.92
10-06-2024,61972.65,77.34,2611.62,5939.09
11-06-2024,61968.91,75.69,2566.31,5943.42
12-06-2024,62784.62,78.46,2602.23,6032.62
13-06-2024,61776.2,75.32,2554.9,5561.44
14-06-2024,62604.99,76.38,2565.26,5415.29
15-06-2024,62604.99,76.38,2565.26,5415.29
16-06-2024,62604.99,76.38,2565.26,5415.29
17-06-2024,62116.86,76.21,2599.75,5528.34
18-06-2024,62569.14,76.64,2615.37,5547.58
19-06-2024,62569.14,76.64,2615.37,5547.58
20-06-2024,63128.85,79.85,2632.65,5607.74
21-06-2024,62261.4,76.9,2670.92,5526.34
22-06-2024,62261.4,76.9,2670.92,5526.34
23-06-2024,62261.4,76.9,2670.92,5526.34
24-06-2024,62597.66,76.64,2684.18,5529.33
25-06-2024,62161.61,74.86,2639.57,5429.93
26-06-2024,61660.85,75,2737.35,5456.43
27-06-2024,62463.27,75.18,2664.87,5484.55
28-06-2024,62452.34,75.89,2688.1,5490.51
29-06-2024,62452.34,75.89,2688.1,5490.51
30-06-2024,62452.34,75.89,2688.1,5490.51
01-07-2024,62387.26,75.98,2622.16,5433.06
02-07-2024,62319.08,76.18,2677.87,5411.72
03-07-2024,63334.99,79.32,2689.28,5566.66
04-07-2024,63334.99,79.32,2689.28,5566.66
05-07-2024,64116.25,81.51,2779.13,5550.08
06-07-2024,64116.25,81.51,2779.13,5550.08
07-07-2024,64116.25,81.51,2779.13,5550.08
08-07-2024,63206.23,79.49,2693.62,5516.11
09-07-2024,63326.73,79.88,2655.59,5436.43
10-07-2024,63678.39,79.8,2677.65,5593.75
11-07-2024,64829.55,81.53,2699.22,5710.56
12-07-2024,64820.25,80.23,2682.49,5682.6
13-07-2024,64820.25,80.23,2682.49,5682.6
14-07-2024,64820.25,80.23,2682.49,5682.6
15-07-2024,65060.63,79.68,2681.21,5612.01
16-07-2024,66174.58,81.1,2687.4,5660.83
17-07-2024,65924.57,78.3,2677.21,5614.58
18-07-2024,65877.5,77.97,2618.92,5510.19
19-07-2024,64443.48,75.7,2589.31,5440.78
20-07-2024,64443.48,75.7,2589.31,5440.78
21-07-2024,64443.48,75.7,2589.31,5440.78
22-07-2024,64392.39,75.85,2545.01,5485.73
23-07-2024,64685.98,75.82,2542.14,5455.93
24-07-2024,64947.56,75.81,2580.36,5391.28
25-07-2024,63322.5,72.43,2517.12,5379.09
26-07-2024,64074.94,72.56,2514.81,5438.2
27-07-2024,64074.94,72.56,2514.81,5438.2
28-07-2024,64074.94,72.56,2514.81,5438.2
29-07-2024,63994.76,72.14,2554.62,5490.87
30-07-2024,64757.97,73.89,2598.4,5444.62
31-07-2024,65327.91,74.95,2644.35,5536.82
01-08-2024,65540.16,73.77,2598.46,5445.01
02-08-2024,65310.2,73.57,2592,5314.67
03-08-2024,65310.2,73.57,2592,5314.67
04-08-2024,65310.2,73.57,2592,5314.67
05-08-2024,64657.37,70.52,2452.55,5197.17
06-08-2024,64523.49,70.8,2472.26,5215.72
07-08-2024,64509.26,70.04,2493.75,5111.36
08-08-2024,65370.54,71.8,2521.5,5204.15
09-08-2024,65674.17,71.81,2504.8,5171.76
10-08-2024,65674.17,71.81,2504.8,5171.76
11-08-2024,65674.17,71.81,2504.8,5171.76
12-08-2024,66461.32,72.9,2550.87,5167.95
13-08-2024,66529.96,72.26,2543.66,5265.78
14-08-2024,65787.37,71.11,2501.61,5203.2
15-08-2024,66227.43,74.02,2591.75,5324.91
16-08-2024,67437.18,75.14,2583.75,5290.42
17-08-2024,67437.18,75.14,2583.75,5290.42
18-08-2024,67437.18,75.14,2583.75,5290.42
19-08-2024,67476.49,76.3,2586.27,5333.15
20-08-2024,67723.68,76.85,2566.23,5343.35
21-08-2024,67565.47,76.81,2607.91,5402.65
22-08-2024,66857.89,75.68,2558.45,5371.11
23-08-2024,67695.46,77.77,2591.88,5465.93
24-08-2024,67695.46,77.77,2591.88,5465.93
25-08-2024,67695.46,77.77,2591.88,5465.93
26-08-2024,67843.81,78.15,2610.06,5540.09
27-08-2024,67854.54,78.14,2586.35,5583.58
28-08-2024,67480.48,76.16,2519.25,5524.56
29-08-2024,68163.08,77.17,2540.63,5621.28
30-08-2024,67264.97,74.97,2502.54,5614.26
31-08-2024,67264.97,74.97,2502.54,5614.26
01-09-2024,67264.97,74.97,2502.54,5614.26
02-09-2024,67264.97,74.97,2502.54,5614.26
03-09-2024,67185.55,72.96,2442.79,5403.8
04-09-2024,67298.43,73.55,2439.41,5372.54
05-09-2024,67810.26,75.02,2500.02,5314.97
06-09-2024,67327.82,72.64,2468.73,5234.98
07-09-2024,67327.82,72.64,2468.73,5234.98
08-09-2024,67327.82,72.64,2468.73,5234.98
09-09-2024,67551.13,73.9,2544.85,5221.48
10-09-2024,67833.28,73.81,2537.77,5244.05
11-09-2024,67828.76,74.61,2571.56,5319.98
12-09-2024,68893.18,77.7,2651.55,5647.94
13-09-2024,69658.05,80.14,2716.11,5802.97
14-09-2024,69658.05,80.14,2716.11,5802.97
15-09-2024,69658.05,80.14,2716.11,5802.97
16-09-2024,69592.28,80.29,2664.32,5821.61
17-09-2024,69157.41,79.89,2650.54,5860.42
18-09-2024,69236.28,79.06,2625.41,5838.53
19-09-2024,69636.58,80.94,2674.87,6021.9
20-09-2024,70430.06,81.08,2638.81,5937.2
21-09-2024,70430.06,81.08,2638.81,5937.2
22-09-2024,70430.06,81.08,2638.81,5937.2
23-09-2024,70499.74,79.89,2580.83,6038.62
24-09-2024,71224.53,83.46,2652.65,6200.68
25-09-2024,71446.28,82.39,2663.65,6217.15
26-09-2024,71782.27,83.3,2718.42,6265.95
27-09-2024,71088.05,81.97,2711.2,6301.94
28-09-2024,71088.05,81.97,2711.2,6301.94
29-09-2024,71088.05,81.97,2711.2,6301.94
30-09-2024,70951.76,81.15,2635.02,6355.75
01-10-2024,71886.63,81.99,2663.85,6155.16
02-10-2024,71380.34,82.51,2708.41,6136.64
03-10-2024,71690.58,84.02,2679.73,6107.67
04-10-2024,71462.08,83.95,2673.41,6191.77
05-10-2024,71462.08,83.95,2673.41,6191.77
06-10-2024,71462.08,83.95,2673.41,6191.77
07-10-2024,71450.72,82.97,2639.42,6197.61
08-10-2024,70592.1,79.27,2569.12,6132.18
09-10-2024,70307.66,79.41,2559.51,6088.28
10-10-2024,70724.82,80.95,2611.63,6070.7
11-10-2024,71726.62,82.3,2658.44,6091.4
12-10-2024,71726.62,82.3,2658.44,6091.4
13-10-2024,71726.62,82.3,2658.44,6091.4
14-10-2024,71651.36,81.37,2692.27,6175.15
15-10-2024,71916.88,82.42,2668.98,6210.62
16-10-2024,72263.98,83.03,2685.71,6272.27
17-10-2024,72708.78,82.53,2693.82,6229.55
18-10-2024,73334.77,86.36,2743.2,6270.69
19-10-2024,73334.77,86.36,2743.2,6270.69
20-10-2024,73334.77,86.36,2743.2,6270.69
21-10-2024,73601.84,88.56,2723.41,6140.38
22-10-2024,74176.38,91.08,2792.22,6160.07
23-10-2024,73380.04,87.98,2756.89,6049.84
24-10-2024,73919.8,87.89,2768.24,5792.26
25-10-2024,74094.49,87.88,2776.82,5761.29
26-10-2024,74094.49,87.88,2776.82,5761.29
27-10-2024,74094.49,87.88,2776.82,5761.29
28-10-2024,74166.37,88.49,2804.8,5803.32
29-10-2024,74856.58,89.64,2841.87,5824.68
30-10-2024,75387.98,88.7,2738.95,5756.75
31-10-2024,74030.64,85.4,2680.82,5662.28
01-11-2024,74040.86,85.11,2690.35,5680.1
02-11-2024,74040.86,85.11,2690.35,5680.1
03-11-2024,74040.86,85.11,2690.35,5680.1
04-11-2024,74010.3,85,2657.35,5663.31
05-11-2024,74140.56,85.47,2706.65,5699.37
06-11-2024,72142.57,81.68,2666.54,5807.11
07-11-2024,73092.55,83.24,2689.23,5915.56
08-11-2024,72845,82.23,2638.95,5817.7
09-11-2024,72845,82.23,2638.95,5817.7
10-11-2024,72845,82.23,2638.95,5817.7
11-11-2024,70841.1,80.16,2616.12,5709.91
12-11-2024,70548.62,80.55,2558.47,5664.97
13-11-2024,70026.65,80.3,2545.41,5619.88
14-11-2024,69707.63,80.11,2547.88,5593.59
15-11-2024,69681.68,79.8,2552.4,5605.4
16-11-2024,69681.68,79.8,2552.4,5605.4
17-11-2024,69681.68,79.8,2552.4,5605.4
18-11-2024,70904.23,81.88,2632.09,5622.82
19-11-2024,71285.64,81.92,2641.02,5632.19
20-11-2024,71857.42,81.26,2606.81,5685.02
21-11-2024,72493.48,81.13,2618.57,5795.99
22-11-2024,73610.63,82.28,2634.05,5867.15
23-11-2024,73610.63,82.28,2634.05,5867.15
24-11-2024,73610.63,82.28,2634.05,5867.15
25-11-2024,71037.7,79.34,2548.54,5898.42
26-11-2024,71083.44,79.75,2504.73,5804.33
27-11-2024,71582.55,78.99,2513.35,5744.62
28-11-2024,71582.55,78.99,2513.35,5744.62
29-11-2024,72159.42,80.62,2578.67,5771.66
30-11-2024,72159.42,80.62,2578.67,5771.66
01-12-2024,72159.42,80.62,2578.67,5771.66
02-12-2024,71631.56,80.08,2571.49,5739.45
03-12-2024,72051.12,81.91,2603.94,5744.89
04-12-2024,72252.96,82.98,2583.5,5745.18
05-12-2024,71532.6,82.03,2552.36,5407.98
06-12-2024,71839.72,82.14,2532.06,5505.01
07-12-2024,71839.72,82.14,2532.06,5505.01
08-12-2024,71839.72,82.14,2532.06,5505.01
09-12-2024,72540.52,84.84,2586.51,5449.39
10-12-2024,73587.89,85.41,2578.69,5405.06
11-12-2024,74598.85,85.96,2584.14,5439.57
12-12-2024,73320.84,82.42,2555.25,5376.83
13-12-2024,72446.16,80.89,2512.98,5274.17
14-12-2024,72446.16,80.89,2512.98,5274.17
15-12-2024,72446.16,80.89,2512.98,5274.17
16-12-2024,72288.98,80.97,2558.22,5256.31
17-12-2024,72196.15,80.75,2570.44,5174.29
18-12-2024,71978.86,80.32,2546.08,4993.03
19-12-2024,70977.86,77.07,2523.19,4974.52
20-12-2024,72073.55,78.67,2561.93,5061.62
21-12-2024,72073.55,78.67,2561.93,5061.62
22-12-2024,72073.55,78.67,2561.93,5061.62
23-12-2024,71343.04,78.97,2586.02,5051.11
24-12-2024,71682.97,79.34,2622.45,5069.63
25-12-2024,71682.97,79.34,2622.45,5069.63
26-12-2024,72464.15,79.82,2614.84,5119.11
27-12-2024,71742.68,78.64,2515.05,5082.12
28-12-2024,71742.68,78.64,2515.05,5082.12
29-12-2024,71742.68,78.64,2515.05,5082.12
30-12-2024,71543.22,77.3,2477.29,5011.3
31-12-2024,72515.99,77.22,2465.74,5053.97
01-01-2025,72515.99,77.22,2465.74,5053.97
02-01-2025,73334.38,79.04,2506.81,5009.03
03-01-2025,72966.57,79.55,2578.24,4978.92
04-01-2025,72966.57,79.55,2578.24,4978.92
05-01-2025,72966.57,79.55,2578.24,4978.92
06-01-2025,72746.33,80.93,2562.28,4934.57
07-01-2025,73184.02,81.14,2652.22,4952.92
08-01-2025,73506.66,81.27,2675.43,4926.44
09-01-2025,74126.24,82.27,2679.96,4926.44
10-01-2025,74819.33,83.09,2712.94,4999.68
11-01-2025,74819.33,83.09,2712.94,4999.68
12-01-2025,74819.33,83.09,2712.94,4999.68
13-01-2025,74082.86,80.67,2665.99,4962.42
14-01-2025,74591.92,81.21,2608.14,4579.2
15-01-2025,75466.51,84.3,2591.04,4636.86
16-01-2025,76317.48,84.74,2596.25,4552.9
17-01-2025,76413.63,83.37,2648.29,4626.21
18-01-2025,76413.63,83.37,2648.29,4626.21
19-01-2025,76413.63,83.37,2648.29,4626.21
20-01-2025,76413.63,83.37,2648.29,4626.21
21-01-2025,76361.69,83.96,2653.12,4638.16
22-01-2025,76925.19,84,2663.31,4673.3
23-01-2025,76818.6,82.5,2660.89,4735.82
24-01-2025,77184.36,83.41,2661.28,4742.11
25-01-2025,77184.36,83.41,2661.28,4742.11
26-01-2025,77184.36,83.41,2661.28,4742.11
27-01-2025,75869.51,81.12,2624.32,4686
28-01-2025,76917.64,82.64,2632.68,4608.19
29-01-2025,77085.03,84.13,2687.44,4611.78
30-01-2025,78636.3,87.22,2831.52,4745.88
31-01-2025,78349.61,86.59,2878.25,4689.34
01-02-2025,78349.61,86.59,2878.25,4689.34
02-02-2025,78349.61,86.59,2878.25,4689.34
03-02-2025,78861.02,87.2,2759.95,4642.18
04-02-2025,79758.1,88.94,2802.28,4679.87
05-02-2025,80442.01,89.04,2845,4729.13
06-02-2025,80192.32,88.33,2846.32,4711.97
07-02-2025,80743.95,88.09,2847.29,4659.41
08-02-2025,80743.95,88.09,2847.29,4659.41
09-02-2025,80743.95,88.09,2847.29,4659.41
10-02-2025,81997.02,88.17,2876.92,4751.96
11-02-2025,81924.83,87.71,2888.54,4725.92
12-02-2025,81191.44,88.28,2899.06,4722.82
13-02-2025,81722.2,88.22,2887.19,4741.58
14-02-2025,80429.57,88.51,2816.54,4730.99
15-02-2025,80429.57,88.51,2816.54,4730.99
16-02-2025,80429.57,88.51,2816.54,4730.99
17-02-2025,80429.57,88.51,2816.54,4730.99
18-02-2025,81863.31,90.01,2782.95,4854.89
19-02-2025,81553.03,89.16,2728.4,4804.57
20-02-2025,82114.89,90.37,2758.95,4820.57
21-02-2025,81649.67,88.67,2719.15,4657.13
22-02-2025,81649.67,88.67,2719.15,4657.13
23-02-2025,81649.67,88.67,2719.15,4657.13
24-02-2025,82010.07,87.67,2674.04,4549.72
25-02-2025,80952.75,85.75,2677.34,4523.49
