Date,Gold_INR_per_gram,Silver_INR_per_gram,Platinum_INR_per_gram,Diamond_INR_per_carat
26-02-2025,81662.34,87.36,2709.57,4581.63
27-02-2025,80796.71,86.21,2667.54,4432.49
28-02-2025,79646.74,84.8,2617.55,4532.85
01-03-2025,79646.74,84.8,2617.55,4532.85
02-03-2025,79646.74,84.8,2617.55,4532.85
03-03-2025,81273.31,87.14,2718.11,4435.3
04-03-2025,81693.12,87.21,2713.65,4443.33
05-03-2025,81747.63,89.14,2718.28,4563.19
06-03-2025,81476.79,89.35,2723.16,4572.11
07-03-2025,81368.02,88.21,2693.69,4544.64
08-03-2025,81368.02,88.21,2693.69,4544.64
09-03-2025,81368.02,88.21,2693.69,4544.64
10-03-2025,80933.13,87.41,2693.11,4433.51
11-03-2025,81809.66,89.36,2739.44,4441.42
12-03-2025,82399.03,90.82,2781.68,4442.26
13-03-2025,83801.04,92.5,2815.08,4462.23
14-03-2025,83684.54,92.43,2822.55,4555.59
15-03-2025,83684.54,92.43,2822.55,4555.59
16-03-2025,83684.54,92.43,2822.55,4555.59
17-03-2025,83854.55,92.14,2860.84,4617.62
18-03-2025,84813.6,93.48,2851.71,4642.78
19-03-2025,84503.8,91.49,2801.02,4862.69
20-03-2025,84384.32,90.73,2746.65,4805.52
21-03-2025,83778.23,89.4,2709.7,4817.84
22-03-2025,83778.23,89.4,2709.7,4817.84
23-03-2025,83778.23,89.4,2709.7,4817.84
24-03-2025,83298.48,88.97,2661.15,4880.05
25-03-2025,83149.29,90.46,2675.95,4864.5
26-03-2025,83128.92,90.6,2663.46,4872.66
27-03-2025,84707.23,93.45,2721.53,4911.74
28-03-2025,85037.8,92.34,2693.71,4797.2
29-03-2025,85037.8,92.34,2693.71,4797.2
30-03-2025,85037.8,92.34,2693.71,4797.2
31-03-2025,85881.2,91.67,2776.81,4745.12
01-04-2025,85703.04,90.8,2712.41,4785.93
02-04-2025,86423.44,91.86,2691.6,4827.27
03-04-2025,85283.57,84.83,2595.41,4610.32
04-04-2025,82586.23,77.23,2473.2,4370.46
05-04-2025,82586.23,77.23,2473.2,4370.46
06-04-2025,82586.23,77.23,2473.2,4370.46
07-04-2025,81155.7,78.5,2458.35,4392.21
08-04-2025,82100.9,79.18,2488.14,4245.43
09-04-2025,84938.83,81.52,2524.96,4708.42
10-04-2025,87452.4,82.24,2556.61,4700.99
11-04-2025,89362.37,85.38,2591.13,4891.83
12-04-2025,89362.37,85.38,2591.13,4891.83
13-04-2025,89362.37,85.38,2591.13,4891.83
14-04-2025,88810.37,86.04,2628.73,4865.31
15-04-2025,89042.2,86.25,2656.3,4796.14
16-04-2025,91686.93,87.79,2672.66,4801.27
17-04-2025,91080.6,86.34,2662.75,4812.73
18-04-2025,91080.6,86.34,2662.75,4812.73
19-04-2025,91080.6,86.34,2662.75,4812.73
20-04-2025,91080.6,86.34,2662.75,4812.73
21-04-2025,91080.6,86.34,2662.75,4812.73
22-04-2025,93111.19,87.09,2610.33,4835.61
23-04-2025,89779.9,88.86,2659.99,4827.56
24-04-2025,91592.8,89.04,2670.82,5027.39
25-04-2025,89973.33,87.48,2644.6,4932.13
26-04-2025,89973.33,87.48,2644.6,4932.13
27-04-2025,89973.33,87.48,2644.6,4932.13
28-04-2025,91483.33,87.61,2710.6,4951.47
29-04-2025,90867.59,88.14,2679.65,4939.01
30-04-2025,90500.91,86.18,2639.18,4865.52
01-05-2025,87239.42,84.63,2622.07,4786.44
02-05-2025,88006.58,84.27,2622.03,4869.21
03-05-2025,88006.58,84.27,2622.03,4869.21
04-05-2025,88006.58,84.27,2622.03,4869.21
05-05-2025,89987.28,84.67,2602.08,4889.56
06-05-2025,92372.51,86.74,2674.72,4917.37
07-05-2025,92182.46,85.8,2671.09,4988.38
08-05-2025,89896.12,85.42,2662.31,4997.43
09-05-2025,92310.69,87.49,2763.45,5117.01
10-05-2025,92310.69,87.49,2763.45,5117.01
11-05-2025,92310.69,87.49,2763.45,5117.01
12-05-2025,88419.22,86.04,2675.37,5181.72
13-05-2025,88515.55,86.86,2707.12,5104.74
14-05-2025,87003.34,85.26,2682.24,5028.77
15-05-2025,88520.56,86.37,2738.87,5118.43
16-05-2025,87413.21,85.46,2720.19,5097.07
17-05-2025,87413.21,85.46,2720.19,5097.07
18-05-2025,87413.21,85.46,2720.19,5097.07
19-05-2025,88759.11,85.93,2761.27,5013.45
20-05-2025,90036.85,87.57,2892.44,5094.15
21-05-2025,91007.32,89.03,2977.2,5064.31
22-05-2025,90607.77,87.99,2967.33,5078.67
23-05-2025,92975.12,89.43,3005.74,5109.77
24-05-2025,92975.12,89.43,3005.74,5109.77
25-05-2025,92975.12,89.43,3005.74,5109.77
26-05-2025,92975.12,89.43,3005.74,5109.77
27-05-2025,90325.99,87.79,2944.88,5106.09
28-05-2025,90389.62,87.62,2938.16,5109.68
29-05-2025,91061.64,88.39,2950.29,5112.05
30-05-2025,90261.47,87.33,2886.31,5085.26
31-05-2025,90261.47,87.33,2886.31,5085.26
01-06-2025,90261.47,87.33,2886.31,5085.26
02-06-2025,92680.31,91.94,2915.47,5187.62
03-06-2025,91946.39,91.61,2940.19,5387.02
04-06-2025,92960.16,92.02,3000.02,5377.66
05-06-2025,92542.38,95.36,3131.15,5399.08
06-06-2025,91740.54,96.23,3221.29,5412.29
07-06-2025,91740.54,96.23,3221.29,5412.29
08-06-2025,91740.54,96.23,3221.29,5412.29
09-06-2025,91901.3,97.89,3347.18,5498.84
10-06-2025,91561.1,97.47,3335.56,5487.53
11-06-2025,91461.94,96.35,3464.56,5462.65
12-06-2025,92904.29,96.27,3497.27,5515.94
13-06-2025,94527.64,96.7,3335.69,5495.2
14-06-2025,94527.64,96.7,3335.69,5495.2
15-06-2025,94527.64,96.7,3335.69,5495.2
16-06-2025,94181.29,97.59,3470.38,5726.08
17-06-2025,93751.67,99.33,3488.35,5625.76
18-06-2025,94121.98,99.03,3641.54,5660.5
19-06-2025,94121.98,99.03,3641.54,5660.5
20-06-2025,93758.87,96.89,3517.8,5649.88
21-06-2025,93758.87,96.89,3517.8,5649.88
22-06-2025,93758.87,96.89,3517.8,5649.88
23-06-2025,94022.3,97.36,3572.5,5665.53
24-06-2025,91973.36,95.76,3615.83,5571.23
25-06-2025,91891.22,96.42,3672.22,5565.2
26-06-2025,92176.55,97.87,3870.67,5721.41
27-06-2025,90165.44,96.02,3693.16,5649.98
28-06-2025,90165.44,96.02,3693.16,5649.98
29-06-2025,90165.44,96.02,3693.16,5649.98
30-06-2025,90511.98,95.29,3665.1,5587.07
01-07-2025,91951.67,96.19,3708.99,5744.27
02-07-2025,92186.44,97.03,3912.69,5829.42
03-07-2025,91789.82,98.04,3780.03,5798.06
04-07-2025,91412.83,97.59,3792.3,5798.06
05-07-2025,91412.83,97.59,3792.3,5798.06
06-07-2025,91412.83,97.59,3792.3,5798.06
07-07-2025,91594.44,97.37,3743.27,5685.79
08-07-2025,91322.47,97.44,3801.47,5619.91
09-07-2025,91252.95,96.9,3776.76,5656.69
10-07-2025,91413.95,98.74,3843.77,5731.33
11-07-2025,92505.99,103.14,4002.34,5738.52
12-07-2025,92505.99,103.14,4002.34,5738.52
13-07-2025,92505.99,103.14,4002.34,5738.52
14-07-2025,92475.15,102.67,3862.08,5769.77
15-07-2025,92033.88,101.17,3855.7,5580.5
16-07-2025,92687.92,101.24,3917.91,5637.71
17-07-2025,92229.22,101.66,4015.99,5695.33
18-07-2025,92759.31,102.3,3979.55,5752.21
19-07-2025,92759.31,102.3,3979.55,5752.21
20-07-2025,92759.31,102.3,3979.55,5752.21
21-07-2025,94223.77,104.77,4092.84,5866.43
22-07-2025,95308.52,105.42,4061.25,6103.78
23-07-2025,94219.65,105.48,3991.03,6124.29
24-07-2025,93638.98,104.86,3957.23,6026.6
25-07-2025,92645.08,102.6,3910.88,6154.13
26-07-2025,92645.08,102.6,3910.88,6154.13
27-07-2025,92645.08,102.6,3910.88,6154.13
28-07-2025,92033.81,102.31,3905.13,6047.93
29-07-2025,92721.62,102.79,3917.11,6005.88
30-07-2025,92254.22,101.73,3808.8,5823.08
31-07-2025,92871.13,99.72,3627.76,5876
01-08-2025,94165.69,100.11,3667.95,5760.89
02-08-2025,94165.69,100.11,3667.95,5760.89
03-08-2025,94165.69,100.11,3667.95,5760.89
04-08-2025,94651.9,100.93,3720.55,5852.12
05-08-2025,95566.85,103.03,3722.19,5945.1
06-08-2025,95328.2,103.04,3739.8,5940.02
07-08-2025,95943.81,104.16,3780.7,5999.74
08-08-2025,96674.5,104.47,3726.32,5978.97
09-08-2025,96674.5,104.47,3726.32,5978.97
10-08-2025,96674.5,104.47,3726.32,5978.97
11-08-2025,94316.4,102.49,3740.76,6046.61
12-08-2025,94387.97,103.34,3782.11,6186.48
13-08-2025,94589.78,104.89,3749.85,6289.66
14-08-2025,93771.83,103.31,3796.48,6232.27
15-08-2025,94053.68,103.36,3761.87,6212.96
16-08-2025,94053.68,103.36,3761.87,6212.96
17-08-2025,94053.68,103.36,3761.87,6212.96
18-08-2025,93740.7,103.3,3731.96,6221.87
19-08-2025,92993.9,101.17,3655.04,6087.96
20-08-2025,93603.7,102.12,3734.74,6090.6
21-08-2025,93356.39,102.92,3780.25,6200.63
22-08-2025,94704.09,105.9,3803.99,6424.5
23-08-2025,94704.09,105.9,3803.99,6424.5
24-08-2025,94704.09,105.9,3803.99,6424.5
25-08-2025,94727.06,105.06,3738.77,6363.45
26-08-2025,95446.01,105.13,3781.11,6489.17
27-08-2025,95888.04,105.42,3777.95,6653.86
28-08-2025,96718.54,106.85,3822.75,6595.18
29-08-2025,97824.13,109.52,3846,6574.34
30-08-2025,97824.13,109.52,3846,6574.34
31-08-2025,97824.13,109.52,3846,6574.34
01-09-2025,97824.13,109.52,3846,6574.34
02-09-2025,100423.48,112.42,3977.44,6694.27
03-09-2025,101659.13,113.7,4098.39,6646.22
04-09-2025,100969.57,112.07,3882.7,6690.32
05-09-2025,102451.04,112.67,3917.76,6872.87
06-09-2025,102451.04,112.67,3917.76,6872.87
07-09-2025,102451.04,112.67,3917.76,6872.87
08-09-2025,103149.35,113.63,3914.92,6823.27
09-09-2025,103055.72,111.86,3867.59,6707.63
10-09-2025,103342.78,112.86,3950.66,6823.1
11-09-2025,102959.92,114.2,3950.35,6898.4
12-09-2025,103565.12,116.37,3993.73,6848.39
13-09-2025,103565.12,116.37,3993.73,6848.39
14-09-2025,103565.12,116.37,3993.73,6848.39
15-09-2025,104507.42,116.74,4009.78,6928.89
16-09-2025,104515.17,116.41,3962.28,6899.19
17-09-2025,104031.22,114.05,3878.64,6918.86
18-09-2025,102985.26,114.04,3949.6,6949.93
19-09-2025,104120.64,116.7,4010.84,7055.67
20-09-2025,104120.64,116.7,4010.84,7055.67
21-09-2025,104120.64,116.7,4010.84,7055.67
22-09-2025,105953.56,120.02,4032.56,7119.59
23-09-2025,107333.13,121.38,4270.5,7167.67
24-09-2025,106560.46,120.92,4238.61,7225.71
25-09-2025,106662.19,123.42,4369.07,7230.43
26-09-2025,107751.57,127.62,4517.21,7282.35
27-09-2025,107751.57,127.62,4517.21,7282.35
28-09-2025,107751.57,127.62,4517.21,7282.35
29-09-2025,108934.75,128.56,4588.15,7305.79
30-09-2025,109536.3,127.61,4519.14,7280.87
01-10-2025,110467.12,130.67,4484.09,7343.87
02-10-2025,109478.39,126.88,4458.74,7426.91
03-10-2025,110696.66,131.34,4618.92,7369.1
04-10-2025,110696.66,131.34,4618.92,7369.1
05-10-2025,110696.66,131.34,4618.92,7369.1
06-10-2025,112646.66,132.71,4664.2,7368.27
07-10-2025,113430.43,130.19,4639.79,7301.15
08-10-2025,115360.96,134.3,4787.57,7429.53
09-10-2025,112637.31,129.37,4664.13,7357.85
10-10-2025,113594.92,129.74,4573.34,7194.84
11-10-2025,113594.92,129.74,4573.34,7194.84
12-10-2025,113594.92,129.74,4573.34,7194.84
13-10-2025,117243.48,138.39,4764.39,7614.19
14-10-2025,117979.73,138.76,4718.11,7682.24
15-10-2025,119226.33,141.04,4763.17,7872.64
16-10-2025,120836,144.82,4897.86,7910.47
17-10-2025,118530.78,136.47,4532.85,7685.4
18-10-2025,118530.78,136.47,4532.85,7685.4
19-10-2025,118530.78,136.47,4532.85,7685.4
20-10-2025,122691.39,139.92,4625.68,7892.05
21-10-2025,115494.1,129.7,4249.41,7599.86
22-10-2025,114428.82,129.91,4345.83,7662.3
23-10-2025,116376.81,132.31,4478.48,7723.19
24-10-2025,116227.76,132.08,4498.24,7538.46
25-10-2025,116227.76,132.08,4498.24,7538.46
26-10-2025,116227.76,132.08,4498.24,7538.46
27-10-2025,113004.28,127.2,4457.03,7401.64
28-10-2025,112497.46,129.31,4473.01,7474.76
29-10-2025,112998.19,130.95,4513.74,7455.05
30-10-2025,113651.92,133.07,4568.17,7459.9
31-10-2025,113479.29,132.31,4473.4,7432.3
01-11-2025,113479.29,132.31,4473.4,7432.3
02-11-2025,113479.29,132.31,4473.4,7432.3
03-11-2025,114176.29,132.23,4492.5,7394.99
04-11-2025,112608.98,130.06,4399.44,7227.7
05-11-2025,113549.92,132.1,4431.82,7437.22
06-11-2025,113314.45,131.65,4351.33,7426.97
07-11-2025,114018.93,132.43,4388.39,7478.98
08-11-2025,114018.93,132.43,4388.39,7478.98
09-11-2025,114018.93,132.43,4388.39,7478.98
10-11-2025,117203.51,138.37,4535.3,7682.81
11-11-2025,117125.82,139.66,4532.96,7789.67
12-11-2025,119584.14,146.75,4614.25,7967.29
13-11-2025,119258.03,146.25,4568.49,7772.35
14-11-2025,116721.5,139.75,4440.88,7680.82
15-11-2025,116721.5,139.75,4440.88,7680.82
16-11-2025,116721.5,139.75,4440.88,7680.82
17-11-2025,115994.98,139.64,4407.08,7483.87
18-11-2025,115735.2,139.09,4403.37,7395.78
19-11-2025,116098.85,139.9,4404.28,7419.29
20-11-2025,115404.48,138.29,4285.03,7151.24
21-11-2025,116247.85,137.58,4316.63,7340.46
22-11-2025,116247.85,137.58,4316.63,7340.46
23-11-2025,116247.85,137.58,4316.63,7340.46
24-11-2025,117920.29,140.22,4445.17,7502.07
25-11-2025,118636.35,141.23,4462.33,7644.72
26-11-2025,119385.3,146.73,4525.53,7910.33
27-11-2025,119385.3,146.73,4525.53,7910.33
28-11-2025,121197.78,156.9,4820.27,7829.55
29-11-2025,121197.78,156.9,4820.27,7829.55
30-11-2025,121197.78,156.9,4820.27,7829.55
01-12-2025,121780.97,162.35,4797.64,7728.77
02-12-2025,120620.68,161.61,4736.55,7527.77
03-12-2025,121397.68,161.99,4788.78,7581.52
04-12-2025,122102.05,159.43,4796.18,7498.28
05-12-2025,121681.41,163.24,4780.15,7361.19
06-12-2025,121681.41,163.24,4780.15,7361.19
07-12-2025,121681.41,163.24,4780.15,7361.19
08-12-2025,121075.9,161.63,4785.55,7474.75
09-12-2025,121899.43,168.68,4911.97,7683.28
10-12-2025,121313.44,168.86,4746.27,7890.81
11-12-2025,123718.52,178.55,4930.26,8008.04
12-12-2025,124775.97,172.25,5098.58,7864.95
13-12-2025,124775.97,172.25,5098.58,7864.95
14-12-2025,124775.97,172.25,5098.58,7864.95
15-12-2025,125416.11,177.32,5272.39,7912.2
16-12-2025,125628.68,177.03,5457.97,7782.61
17-12-2025,127124.06,187.37,5651.36,7878.3
18-12-2025,126143.44,181.64,5684.38,7835.25
19-12-2025,126558.63,187.65,5841.88,7910.62
20-12-2025,126558.63,187.65,5841.88,7910.62
21-12-2025,126558.63,187.65,5841.88,7910.62
22-12-2025,127992.94,189.18,6001.38,8058.02
23-12-2025,129141.84,196.44,6574.05,8125.28
24-12-2025,128940.18,197.75,6453.05,8134.18
25-12-2025,128940.18,197.75,6453.05,8134.18
26-12-2025,131206.67,214.36,7148.85,8206.55
27-12-2025,131206.67,214.36,7148.85,8206.55
28-12-2025,131206.67,214.36,7148.85,8206.55
29-12-2025,124912.22,195.18,6078.82,7927.74
30-12-2025,126311.19,216.35,6452.13,7953.75
31-12-2025,124843.36,195.82,5871.87,7862.6
01-01-2026,124843.36,195.82,5871.87,7862.6
02-01-2026,124787.12,197.42,6148.25,8059.39
03-01-2026,124787.12,197.42,6148.25,8059.39
04-01-2026,124787.12,197.42,6148.25,8059.39
05-01-2026,128394.57,213.22,6567.46,8290.54
06-01-2026,130031.15,226.01,7061.17,8636.8
07-01-2026,128980.99,216.32,6532.39,8533.62
08-01-2026,128560.98,208.84,6505.62,8421.19
09-01-2026,129793.18,220.59,6585.48,8226.34
10-01-2026,129793.18,220.59,6585.48,8226.34
11-01-2026,129793.18,220.59,6585.48,8226.34
12-01-2026,133577.76,237.47,6845.56,8481.28
13-01-2026,132987.28,240.75,6762.96,8611.58
14-01-2026,134271.05,255.14,6870.13,8708.03
15-01-2026,133847.53,257.71,6929.7,8840.96
16-01-2026,133301.77,247.59,6692.98,8867.79
17-01-2026,133301.77,247.59,6692.98,8867.79
18-01-2026,133301.77,247.59,6692.98,8867.79
19-01-2026,133301.77,247.59,6692.98,8867.79
20-01-2026,139106.24,266.36,7106.41,9031.67
21-01-2026,141548.66,261.33,7266.39,9164.99
22-01-2026,144464.88,273.26,7539.32,9197.02
23-01-2026,146482.68,287.41,8012.95,9294.08
24-01-2026,146482.68,287.41,8012.95,9294.08
25-01-2026,146482.68,287.41,8012.95,9294.08
26-01-2026,149435.8,327.52,8391.26,9346.22
27-01-2026,149788.08,301.01,7410.53,9491.39
28-01-2026,156020.47,322.03,7668.3,9673.04
29-01-2026,157380.94,326.46,7686.17,9624.71
30-01-2026,139100.32,223.5,6205.06,9045.11
31-01-2026,139100.32,223.5,6205.06,9045.11
01-02-2026,139100.32,223.5,6205.06,9045.11
02-02-2026,136262.2,218.95,6171.23,9172.67
03-02-2026,142278.96,233.1,6370.45,9167.15
04-02-2026,148096.52,250.26,6672.74,9167.15
